Date,PM2.5,PM10,SO2,NOx,CO,NH3
05-08-2022,9.78,21.25,5.55,13.74,0.53,16.08
06-08-2022,13.41,53.33,5.5,10.46,0.86,19.66
07-08-2022,9.9,44.08,5.47,12.72,0.66,17.14
08-08-2022,15.41,80.8,5.63,12.29,0.79,19.33
09-08-2022,18.49,60.61,5.45,11.52,0.81,18.42
10-08-2022,20.79,148.13,5.47,11.28,0.73,18.95
11-08-2022,19.86,156.45,5.59,7.72,0.77,23.37
12-08-2022,18.41,130.91,5.56,8.31,0.85,23.39
13-08-2022,19.68,130.17,5.49,9.31,0.74,22.07
14-08-2022,17.27,99.42,5.53,10.26,0.59,20.89
15-08-2022,17.74,71.89,5.51,13.6,0.63,17.52
16-08-2022,26.68,105.45,5.62,11.86,0.96,22.53
17-08-2022,26.02,114.73,5.48,10.5,0.89,21.93
18-08-2022,22.36,111.42,5.61,10.39,0.97,23.24
19-08-2022,21.56,108.53,5.48,8.61,0.86,23.81
20-08-2022,21.45,110.58,5.62,9.03,0.78,22.26
21-08-2022,14.62,76.8,5.6,11.49,0.74,19.58
22-08-2022,18.96,94.45,5.51,10.08,0.92,21.05
23-08-2022,18.89,106.91,5.55,13.89,0.82,17.35
24-08-2022,19.28,105.7,5.58,11.52,0.93,19.87
25-08-2022,24.3,115.55,5.54,9.97,1.09,23.78
26-08-2022,22.59,51.03,5.41,11.34,1.44,26.14
27-08-2022,20.2,62.88,5.45,10.95,1.01,20.83
28-08-2022,14.86,67.95,5.45,13.62,0.76,17.79
29-08-2022,23.37,62.85,5.57,13.99,1.09,18.43
30-08-2022,23.33,50.15,5.39,19.77,0.53,11.13
31-08-2022,16.29,34.87,5.51,19.75,0.47,10.41
01-09-2022,17.83,42.16,5.55,16.61,0.74,14.1
02-09-2022,22.87,70.54,5.57,16.67,0.85,15.58
03-09-2022,27.65,102.02,5.43,16.31,0.83,15.37
04-09-2022,20.21,78.48,5.55,14.74,0.86,16.91
05-09-2022,15.38,28.63,5.43,17.17,0.76,14.19
06-09-2022,16.16,43.06,5.62,15.38,0.76,15.83
07-09-2022,13.04,45.07,5.51,12.6,0.73,18.12
08-09-2022,10.49,45.74,5.35,11.27,0.71,19.36
09-09-2022,11.02,68.4,5.32,12,0.57,18.36
10-09-2022,None,None,None,None,None,None
11-09-2022,None,None,None,None,None,None
12-09-2022,None,None,None,None,None,None
13-09-2022,16.81,87.14,5.72,4.17,1.44,27.88
14-09-2022,17.33,97.88,5.69,11.08,0.75,19.78
15-09-2022,20.18,141.02,5.78,9.82,0.88,21.75
16-09-2022,23.09,162.17,5.62,9.7,0.85,21.34
17-09-2022,24.83,149.45,5.67,9.03,0.91,22.91
18-09-2022,20.01,132.52,5.82,11.49,0.79,19.43
19-09-2022,23.11,158.96,5.83,7.76,0.89,23.37
20-09-2022,27.96,166.22,5.7,7.18,0.86,24.57
21-09-2022,28.51,164.65,5.87,6.92,1.23,29.28
22-09-2022,27.54,157.34,5.86,10.05,0.87,21.56
23-09-2022,28.77,147.2,5.84,12.42,0.93,19.06
24-09-2022,21.2,115.21,5.8,11.87,1.05,19.33
25-09-2022,22.29,115.55,5.68,16.81,1.07,17.67
26-09-2022,29.91,134.52,5.8,12.61,1.28,21.74
27-09-2022,24.21,120.5,5.7,15.22,0.86,15.73
28-09-2022,None,None,None,None,None,None
29-09-2022,None,None,None,None,None,None
30-09-2022,None,None,None,None,None,None
01-10-2022,None,None,None,None,None,None
02-10-2022,None,None,None,None,None,None
03-10-2022,None,None,None,None,None,None
04-10-2022,35.91,159.18,5.71,5.65,0.84,46.46
05-10-2022,33.97,127.54,5.59,11.4,0.95,49.68
06-10-2022,28.99,106.88,5.52,11.8,0.95,49.16
07-10-2022,29.5,123.38,5.49,9.74,0.77,32.67
08-10-2022,26.67,104,5.25,15.84,0.9,26.71
09-10-2022,21.84,77.79,5.55,23.61,1.27,18.93
10-10-2022,16.2,41.48,5.48,21.2,0.91,16.25
11-10-2022,17.82,50.65,5.59,14.49,0.56,10.96
12-10-2022,23.03,97.38,5.53,12.24,0.86,14.24
13-10-2022,18.65,62.49,5.51,14.6,0.6,12.33
14-10-2022,35.64,104.3,5.83,15.34,1.52,8.56
15-10-2022,14.31,40.37,5.71,17.55,0.81,5.53
16-10-2022,17.14,34.74,5.66,18.24,0.59,5.24
17-10-2022,8.86,25.24,5.6,19.3,0.46,4.1
18-10-2022,22.15,58.73,5.78,16.07,0.98,7.93
19-10-2022,20.15,87.47,5.6,16.95,0.72,7.32
20-10-2022,22.09,62.49,5.51,16.73,0.74,7.42
21-10-2022,20.76,79.05,5.69,16.13,0.56,6.24
22-10-2022,38.73,140.2,5.68,5.79,0.79,17.78
23-10-2022,57.85,179.83,6.41,10.58,0.93,18.53
24-10-2022,115.78,229.37,9.32,21.29,0.95,17.97
25-10-2022,110.94,261.92,9.7,14.38,1.24,40.94
26-10-2022,114.95,260.36,9.19,18.62,1.33,44.1
27-10-2022,46.85,167.09,7.79,18.72,0.97,35.1
28-10-2022,37.84,103.86,5.88,11.5,0.59,21.54
29-10-2022,34.29,73.28,5.72,13.93,0.54,11.32
30-10-2022,36.79,77.6,5.87,13.42,0.61,11.74
31-10-2022,53.72,138.2,6.01,12.03,0.74,15.69
01-11-2022,38.66,93.48,5.88,12.82,0.61,12.9
02-11-2022,11.94,55.93,5.81,11.04,0.6,15.38
03-11-2022,11.31,56.86,5.75,12.2,0.42,12.24
04-11-2022,11.67,43.86,5.61,13.17,0.47,10.51
05-11-2022,18.59,44.76,5.6,13.73,0.48,9.77
06-11-2022,33.53,80.5,5.69,13.92,0.51,9.58
07-11-2022,55.43,133.04,5.81,11.54,1.05,19.9
08-11-2022,48.73,116.94,5.71,11.44,0.93,18.57
09-11-2022,55.42,132.96,5.76,14.46,1.11,8.13
10-11-2022,44.88,107.69,5.57,12.3,0.56,16.06
11-11-2022,57.41,137.83,5.69,11.88,0.68,19.96
12-11-2022,22.88,54.99,5.61,10.41,0.68,20.12
13-11-2022,7.09,16.96,5.59,10.2,0.47,17.87
14-11-2022,11.29,26.96,5.67,10.2,0.5,18.28
15-11-2022,38.11,91.45,5.65,10.97,0.69,19.71
16-11-2022,59.72,143.32,5.62,10.28,0.88,25.69
17-11-2022,69.8,167.6,5.88,9.83,1.18,38.37
18-11-2022,61.56,147.88,5.77,9.56,1.14,45.04
19-11-2022,59.22,141.99,5.77,9.97,0.84,31.96
20-11-2022,60.68,145.58,5.61,8.68,0.94,36.88
21-11-2022,63.21,151.7,5.92,10.9,0.83,32.06
22-11-2022,28.41,68.2,5.71,9.04,0.82,24.22
23-11-2022,24.42,58.59,5.74,7.49,1.06,31.99
24-11-2022,20.03,48.03,5.55,11.5,0.71,16.99
25-11-2022,36.29,87.08,5.67,12.88,0.69,18.63
26-11-2022,26.3,63.15,5.62,12.52,0.52,14.95
27-11-2022,42.66,102.46,5.76,14.49,0.45,10.45
28-11-2022,65.76,157.89,5.88,13.41,0.79,15.22
29-11-2022,83.91,201.34,5.75,13.45,0.81,17.55
30-11-2022,69.24,166.05,5.74,13.48,0.82,19.3
01-12-2022,58.16,139.48,5.68,12.73,0.73,15.81
02-12-2022,34.96,83.92,5.62,13.23,0.74,18.32
03-12-2022,17.56,42.14,5.54,12.65,0.44,12.97
04-12-2022,17.53,42.24,5.76,14.13,0.4,9.63
05-12-2022,55.41,132.92,5.76,14.5,0.59,11.87
06-12-2022,72.33,173.64,5.85,12.71,0.81,17.83
07-12-2022,65.97,158.3,6.02,11.78,1.22,37.56
08-12-2022,66.91,160.54,5.83,8.53,0.98,31.87
09-12-2022,63.53,152.5,5.86,10.19,0.99,26.46
10-12-2022,29.67,71.28,5.69,6.35,1.09,31.56
11-12-2022,23,55,5.28,None,0.59,45.5
12-12-2022,None,None,None,None,None,None
13-12-2022,10.43,24.9,5.59,0.59,0.49,46.19
14-12-2022,16.74,40.2,5.5,8.13,0.67,55.64
15-12-2022,17.55,42.14,5.36,14.25,0.3,60.04
